order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
144,Home,1469.0,28.5,Prepaid_Card,643,6,1,509.4,2,0,1.0,0
145,Electronics,18200.0,12.6,Prepaid_Card,1281,11,1,299.6,8,0,1.0,0
146,Apparel,502.0,6.8,Prepaid_Card,75,1,0,153.9,4,1,2.0,0
147,Electronics,19109.0,52.8,Prepaid_UPI,178,4,1,486.6,7,1,2.0,0
148,Electronics,35026.0,7.0,COD,404,18,1,713.8,1,0,,1
149,Electronics,9830.0,2.8,Wallet,538,15,7,311.2,7,1,1.0,1
150,Apparel,1375.0,25.2,Prepaid_UPI,347,2,0,221.0,6,0,3.0,0
151,Footwear,646.0,26.0,Prepaid_UPI,637,6,2,99.8,6,1,5.0,1
152,Footwear,4091.0,32.0,Prepaid_UPI,62,2,0,186.3,1,0,1.0,0
153,Apparel,1876.0,52.0,COD,37,0,0,99.7,5,0,5.0,1
154,Home,4338.0,10.3,COD,92,1,1,307.5,3,1,2.0,1
155,Apparel,1670.0,13.3,Prepaid_Card,669,10,0,837.5,2,1,2.0,0
156,Home,1100.0,46.1,COD,105,20,0,327.4,1,1,3.0,0
157,Apparel,1921.0,36.1,Prepaid_Card,180,1,0,487.0,2,1,1.0,1
158,Home,5808.0,34.0,COD,2014,16,4,216.4,2,0,4.0,0
159,Footwear,980.0,13.2,COD,608,12,2,301.8,6,0,1.0,1
160,Footwear,4423.0,38.9,Wallet,98,2,0,198.2,3,1,2.0,1
161,Apparel,441.0,34.0,Prepaid_UPI,35,1,0,79.2,4,0,,0
162,Beauty,1627.0,24.8,Prepaid_Card,196,2,0,50.4,7,0,1.0,0
163,Apparel,709.0,13.2,COD,889,16,0,794.0,5,1,1.0,0
164,Apparel,1695.0,23.6,Prepaid_Card,83,1,1,164.8,3,1,1.0,0
165,Home,842.0,46.7,Prepaid_UPI,140,2,0,219.0,5,0,1.0,0
166,Electronics,4752.0,5.6,Prepaid_Card,215,1,0,52.6,3,0,,0
167,Footwear,2365.0,10.0,Prepaid_Card,385,5,0,199.3,1,0,2.0,0
168,Footwear,4476.0,12.6,Prepaid_Card,383,6,1,366.8,5,0,5.0,1
169,Apparel,898.0,15.8,COD,1112,13,0,347.8,6,0,3.0,0
170,Beauty,1589.0,21.8,Prepaid_UPI,62,0,0,248.1,4,1,1.0,0
171,Apparel,1333.0,36.4,Wallet,1222,8,0,380.1,4,0,1.0,0
172,Electronics,38085.0,28.9,Prepaid_Card,75,0,0,167.8,4,0,2.0,1
173,Apparel,919.0,22.9,COD,175,2,0,497.0,8,0,,1
174,Beauty,1454.0,26.2,Prepaid_Card,99,1,0,984.5,5,0,2.0,0
175,Apparel,2111.0,31.4,Prepaid_Card,370,6,0,451.2,4,0,4.0,0
176,Apparel,999.0,0.0,Wallet,68,0,0,221.5,7,0,5.0,0
177,Electronics,20446.0,38.1,Prepaid_UPI,317,3,1,143.8,7,0,3.0,0
178,Beauty,2239.0,9.6,COD,329,5,0,102.6,5,0,4.0,0
179,Footwear,1830.0,15.3,COD,121,1,0,240.5,7,0,,1
180,Footwear,2023.0,27.1,Prepaid_Card,382,10,1,102.9,6,1,4.0,1
181,Footwear,1716.0,20.9,COD,102,1,0,281.6,5,1,2.0,0
182,Footwear,3738.0,29.3,Prepaid_Card,114,2,0,226.1,7,1,4.0,0
183,Electronics,41951.0,24.1,Prepaid_UPI,448,7,1,142.0,2,0,5.0,0
184,Apparel,1536.0,17.7,Prepaid_UPI,34,2,0,257.7,2,0,3.0,0
185,Footwear,2995.0,44.9,COD,76,2,0,274.6,6,0,5.0,0
186,Home,3303.0,32.6,Prepaid_UPI,318,9,2,326.0,3,0,5.0,1
187,Electronics,1747.0,26.5,Prepaid_UPI,61,0,0,234.4,6,0,4.0,0
188,Apparel,713.0,32.4,COD,365,3,1,310.9,5,1,1.0,1
189,Footwear,1090.0,11.4,Prepaid_Card,260,3,0,473.1,9,0,3.0,0
190,Apparel,609.0,54.6,Prepaid_Card,923,13,6,109.7,2,0,3.0,0
191,Beauty,1687.0,5.7,Prepaid_UPI,1069,7,0,105.2,7,0,2.0,0
192,Apparel,645.0,23.7,COD,334,2,0,371.7,3,1,4.0,0
193,Apparel,554.0,17.7,COD,389,4,3,164.7,5,0,,1
194,Footwear,2030.0,17.1,Prepaid_Card,1625,14,2,481.5,6,0,4.0,0
195,Apparel,848.0,15.2,COD,88,1,0,416.0,5,1,2.0,1
196,Apparel,663.0,10.4,COD,56,0,0,489.7,6,1,5.0,0
197,Home,1425.0,39.8,Prepaid_UPI,400,10,0,76.6,5,0,5.0,0
198,Footwear,1525.0,3.9,COD,83,1,0,227.3,4,1,,1
199,Apparel,1366.0,36.8,Prepaid_Card,132,5,1,312.6,6,1,2.0,1
200,Apparel,1765.0,31.7,Wallet,827,6,2,121.1,7,1,3.0,0
201,Footwear,3911.0,16.3,Prepaid_Card,629,5,1,220.3,4,0,,1
202,Beauty,1916.0,30.0,Prepaid_Card,262,1,0,290.0,3,0,,0
203,Electronics,28716.0,19.6,Prepaid_Card,262,10,3,149.5,5,1,2.0,1
204,Apparel,2034.0,5.5,COD,592,6,1,119.6,5,0,5.0,0
205,Apparel,1336.0,5.6,COD,170,1,0,191.4,1,0,3.0,1
206,Apparel,1540.0,31.8,Prepaid_UPI,184,1,1,504.0,5,1,2.0,0
207,Apparel,1141.0,31.1,COD,209,1,0,324.1,3,0,3.0,0
208,Home,2821.0,25.6,COD,786,21,0,268.5,1,0,4.0,0
209,Apparel,997.0,16.1,COD,115,1,0,401.2,5,1,1.0,0
210,Electronics,7696.0,19.1,Prepaid_UPI,749,4,0,232.5,2,0,2.0,0
211,Home,6434.0,17.1,COD,593,3,1,174.9,7,0,5.0,0
212,Home,726.0,0.0,Prepaid_UPI,235,2,0,125.6,6,0,3.0,0
213,Apparel,1614.0,22.9,COD,280,2,1,208.0,5,1,4.0,1
214,Footwear,3958.0,29.8,Prepaid_Card,1167,75,5,357.1,8,0,3.0,0
215,Home,4130.0,23.0,COD,46,1,0,34.9,7,0,1.0,0
216,Footwear,781.0,48.5,COD,215,12,1,176.2,3,0,3.0,1
217,Apparel,1171.0,6.9,Prepaid_Card,516,6,0,216.9,7,1,1.0,0
218,Apparel,1018.0,12.1,Prepaid_UPI,498,3,0,174.1,3,0,3.0,0
219,Beauty,2466.0,24.0,COD,183,2,0,57.3,7,0,1.0,1
220,Electronics,31477.0,25.7,Prepaid_Card,2,0,0,409.3,4,0,4.0,0
221,Apparel,1698.0,0.0,Prepaid_Card,1038,7,1,313.4,2,1,4.0,0
222,Electronics,23793.0,31.0,COD,813,8,1,181.2,5,0,3.0,0
223,Home,5762.0,25.7,Prepaid_Card,169,2,1,391.2,3,0,5.0,0
224,Beauty,1848.0,0.0,COD,97,1,1,88.3,7,1,3.0,0
225,Apparel,519.0,20.2,Prepaid_Card,129,1,0,319.4,7,0,5.0,0
226,Beauty,673.0,9.9,COD,253,2,0,135.9,1,1,3.0,0
227,Apparel,423.0,15.2,Prepaid_Card,98,1,0,334.6,4,1,1.0,0
228,Home,4226.0,1.9,COD,232,3,0,277.1,6,1,3.0,0
229,Home,7044.0,28.2,Prepaid_Card,58,1,0,282.0,5,1,1.0,0
230,Apparel,1497.0,48.4,Prepaid_Card,26,0,0,288.5,5,1,5.0,0
231,Apparel,1300.0,26.0,Wallet,126,1,1,216.3,5,0,3.0,1
232,Electronics,41757.0,0.0,Prepaid_Card,45,1,0,277.9,1,1,3.0,0
233,Beauty,555.0,26.3,Prepaid_UPI,137,1,0,104.9,8,0,2.0,1
234,Home,874.0,19.1,COD,767,7,0,218.8,6,0,3.0,1
235,Beauty,2306.0,5.5,COD,185,44,3,101.6,3,1,,0
236,Footwear,4111.0,27.3,COD,605,7,2,579.6,3,1,,1
237,Electronics,31114.0,35.2,Prepaid_Card,74,2,2,136.0,6,1,2.0,0
238,Footwear,1484.0,12.0,Prepaid_UPI,809,28,5,523.6,5,0,2.0,0
239,Apparel,2146.0,0.0,Prepaid_UPI,858,20,2,425.0,5,0,1.0,0
240,Apparel,1778.0,0.0,Prepaid_Card,189,1,0,192.2,6,0,,0
241,Footwear,3196.0,12.0,Prepaid_Card,9,0,0,155.5,5,0,5.0,0
242,Footwear,1392.0,19.7,COD,434,4,0,205.1,1,0,5.0,0
243,Apparel,1324.0,14.3,COD,134,1,0,682.8,4,1,3.0,0
244,Electronics,37229.0,11.8,Prepaid_UPI,137,2,0,182.3,6,0,2.0,0
245,Home,6924.0,30.5,COD,1182,7,2,472.3,6,0,2.0,0
246,Footwear,2746.0,28.9,COD,23,0,0,520.1,3,0,1.0,0
247,Home,4326.0,25.0,Wallet,338,2,0,164.4,4,0,2.0,0
248,Electronics,31759.0,34.2,Wallet,330,6,2,216.2,7,1,4.0,1
249,Electronics,24337.0,12.2,Prepaid_Card,119,1,0,76.0,8,0,1.0,0
250,Electronics,19494.0,5.6,COD,138,1,0,271.3,5,0,,0
251,Home,958.0,14.2,Prepaid_UPI,12,0,0,271.5,6,0,2.0,0
252,Footwear,1004.0,13.1,COD,108,2,0,229.3,5,0,4.0,0
253,Electronics,34500.0,0.0,Prepaid_Card,64,1,0,208.3,6,0,3.0,1
254,Apparel,444.0,13.8,COD,57,0,0,369.7,4,0,2.0,0
255,Apparel,494.0,38.6,Wallet,53,1,0,430.1,3,1,3.0,0
256,Footwear,4119.0,34.0,Wallet,57,1,0,393.1,9,0,3.0,1
257,Footwear,3316.0,29.9,Prepaid_Card,85,2,0,231.4,8,0,2.0,0
258,Apparel,408.0,24.0,COD,141,2,0,345.1,5,1,5.0,0
259,Apparel,962.0,43.7,Prepaid_Card,134,1,0,241.7,5,0,3.0,0
260,Home,6178.0,6.1,COD,525,6,2,201.2,5,0,,1
261,Apparel,1152.0,7.5,Prepaid_UPI,165,3,2,252.6,5,1,4.0,0
262,Footwear,2375.0,38.9,COD,192,2,1,181.7,5,0,1.0,1
263,Apparel,1226.0,22.4,COD,685,4,0,128.6,7,1,3.0,1
264,Apparel,764.0,11.9,Prepaid_UPI,61,2,0,487.6,2,1,5.0,0
265,Beauty,1845.0,30.3,Prepaid_Card,123,1,0,372.5,3,0,3.0,0
266,Apparel,585.0,15.4,Prepaid_UPI,20,0,0,137.2,7,0,3.0,1
267,Apparel,1313.0,9.4,COD,38,1,0,146.6,5,1,1.0,0
268,Apparel,706.0,9.0,Prepaid_UPI,57,0,0,279.2,7,0,4.0,0
269,Apparel,484.0,26.8,COD,1187,7,0,240.4,5,0,3.0,0
270,Apparel,658.0,25.1,COD,358,6,2,171.3,5,1,1.0,0
271,Apparel,1965.0,44.8,Prepaid_Card,98,2,0,192.3,4,0,4.0,0
272,Apparel,717.0,17.6,COD,168,9,0,158.2,8,0,,0
273,Apparel,901.0,17.4,Prepaid_Card,5,0,0,288.4,7,1,3.0,0
274,Home,1363.0,43.6,COD,911,135,38,412.5,2,1,3.0,1
275,Home,5964.0,36.8,COD,832,9,2,251.1,6,0,3.0,0
276,Electronics,20711.0,24.2,Prepaid_UPI,512,18,0,212.8,7,1,2.0,0
277,Apparel,2099.0,0.0,COD,5,0,0,124.9,5,1,1.0,0
278,Electronics,30297.0,9.8,Prepaid_Card,138,1,0,88.8,6,1,4.0,1
279,Footwear,2626.0,6.2,Prepaid_UPI,439,25,0,104.7,7,0,1.0,0
280,Footwear,3127.0,22.5,COD,373,3,0,290.6,4,0,5.0,0
281,Apparel,473.0,14.4,Prepaid_UPI,29,0,0,295.7,5,0,5.0,0
282,Apparel,2111.0,46.0,COD,89,3,2,67.8,4,1,5.0,0
283,Apparel,2122.0,0.0,COD,12,0,0,101.7,6,1,3.0,0
284,Apparel,897.0,4.6,COD,1804,16,2,178.7,3,0,1.0,0
285,Home,5138.0,25.7,Prepaid_UPI,626,6,0,187.5,6,1,4.0,0
286,Electronics,10044.0,29.8,Prepaid_Card,1017,8,2,763.7,8,0,1.0,0
287,Apparel,1385.0,0.0,Prepaid_Card,34,1,0,54.3,3,0,5.0,0
288,Electronics,34961.0,0.0,Wallet,792,121,8,202.9,8,1,3.0,1
289,Electronics,42364.0,18.0,COD,349,4,1,92.3,5,0,3.0,1
290,Apparel,1011.0,42.3,Prepaid_UPI,1212,9,3,280.6,3,0,4.0,0
291,Footwear,3274.0,50.3,Prepaid_UPI,138,1,1,166.4,4,1,4.0,0
292,Apparel,1690.0,15.8,Wallet,726,9,0,185.4,5,1,5.0,0
293,Beauty,670.0,19.4,Wallet,533,11,3,31.7,4,1,3.0,0
294,Apparel,1532.0,9.4,Wallet,811,32,0,355.9,7,1,4.0,0
295,Footwear,3122.0,31.5,COD,439,3,0,702.0,4,0,5.0,1
296,Beauty,1946.0,44.9,Prepaid_UPI,384,9,0,226.6,5,0,4.0,0
297,Beauty,2500.0,40.8,Prepaid_UPI,365,2,1,248.0,9,1,3.0,0
298,Footwear,661.0,21.6,Prepaid_Card,231,7,0,381.2,4,1,4.0,0
299,Footwear,1309.0,9.4,COD,541,103,18,238.3,4,0,1.0,1
300,Home,1417.0,22.1,Wallet,126,3,0,234.9,4,0,3.0,0
301,Footwear,1118.0,42.7,COD,549,6,2,354.0,7,1,1.0,0
302,Apparel,1218.0,16.0,Prepaid_Card,146,2,0,60.1,4,0,2.0,0
303,Electronics,39680.0,0.0,Prepaid_Card,1112,7,0,277.4,5,0,,1
304,Electronics,20854.0,16.6,COD,831,8,1,163.6,3,1,4.0,0
305,Footwear,3174.0,17.8,Prepaid_UPI,84,4,0,478.2,4,0,2.0,0
306,Electronics,17691.0,0.0,COD,325,3,0,276.6,7,1,4.0,0
307,Electronics,15201.0,25.5,Prepaid_UPI,66,1,0,163.5,1,1,1.0,0
308,Home,6724.0,29.6,Prepaid_UPI,325,3,0,322.9,1,0,2.0,0
309,Apparel,1580.0,49.9,COD,47,0,0,383.2,4,0,1.0,0
310,Apparel,1032.0,2.0,Prepaid_UPI,52,0,0,240.0,4,0,2.0,1
311,Electronics,41240.0,33.0,COD,965,9,1,520.6,4,0,2.0,0
312,Electronics,23035.0,36.5,Prepaid_UPI,122,2,0,460.4,4,0,1.0,1
313,Apparel,739.0,29.8,Wallet,141,2,0,271.9,5,1,3.0,0
314,Electronics,22365.0,6.9,COD,543,7,0,175.3,4,0,,0
315,Electronics,30752.0,6.0,Prepaid_UPI,40,0,0,62.6,8,1,,1
316,Electronics,17280.0,23.5,Prepaid_Card,285,39,1,201.5,6,1,1.0,0
317,Electronics,38158.0,23.4,Prepaid_Card,272,6,2,165.3,4,0,5.0,1
318,Home,4405.0,13.6,Prepaid_UPI,27,0,0,268.3,7,1,4.0,0
319,Apparel,1242.0,41.4,Prepaid_Card,537,3,0,223.9,1,1,2.0,1
320,Beauty,2168.0,16.0,Prepaid_Card,631,60,9,243.0,5,0,3.0,0
321,Beauty,1238.0,0.0,COD,224,1,0,269.4,7,1,3.0,1
322,Electronics,19351.0,18.6,COD,479,3,0,431.3,3,1,5.0,1
323,Electronics,5743.0,29.2,Prepaid_UPI,835,335,8,181.1,6,0,2.0,0
324,Electronics,17077.0,27.1,COD,524,3,1,188.4,3,0,1.0,0
325,Footwear,2088.0,27.0,Prepaid_Card,471,3,1,349.5,5,0,,0
326,Home,1691.0,44.4,COD,115,1,0,535.1,2,0,5.0,0
327,Footwear,2851.0,5.3,Prepaid_UPI,280,2,0,303.1,7,0,2.0,1
328,Electronics,7500.0,15.6,Prepaid_Card,237,4,0,758.8,5,1,3.0,0
329,Home,2022.0,45.2,COD,76,1,0,233.0,5,1,5.0,0
330,Apparel,1410.0,0.0,COD,274,2,0,315.1,4,0,4.0,0
331,Footwear,1576.0,21.2,Prepaid_Card,203,2,0,182.7,7,1,1.0,0
332,Apparel,1551.0,40.4,Wallet,253,5,1,868.4,5,0,2.0,0
333,Home,5617.0,40.2,Prepaid_Card,87,1,1,389.0,7,1,1.0,1
334,Footwear,1705.0,31.9,Prepaid_Card,796,5,1,290.5,3,0,2.0,0
